OutageUID,Site Name,Project ID,Description,Asset,Sub-System,Status,Tollgate,Start Date,End Date,Budget,Actual Cost,Contractor,Project Manager,TollgateLateFlag
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3148,Execution: Master LOTO List,Safety & Compliance,LOTO,Completed,Execution,08-03-2025,05-04-2025,92325.2,104898.63,Mistras Group,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3149,Execution: Transition Piece Inspect,Gas Turbine,Combustion,Completed,Execution,08-03-2025,05-04-2025,101052.52,93574.13,EthosEnergy,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3150,Execution: Environmental Permit Review,Project Management,Regulatory,Completed,Execution,08-03-2025,05-04-2025,70006.89,71052.42,Mistras Group,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3151,Execution: RFP General Contractor,Project Management,Supply Chain,Completed,Execution,08-03-2025,05-04-2025,82891.57,87409,BrandSafway,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3152,Execution: IGV Bushing Replace,Gas Turbine,Inlet & Compressor,Completed,Execution,08-03-2025,05-04-2025,71057.41,81218.32,GE Vernova,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3153,Execution: Rotor Inspection,Gas Turbine,Turbine Section,Completed,Execution,08-03-2025,05-04-2025,75219.79,85768.03,GE Vernova,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3154,EMERGENT: Confined Space Drills - Repair,Safety & Compliance,EHS,Completed,Execution,08-03-2025,05-04-2025,70014.47,65652,Local Union 55,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3155,Execution: Bucket Exchange (S1-S3),Gas Turbine,Turbine Section,Completed,Execution,08-03-2025,05-04-2025,93682.02,89246.13,GE Vernova,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3156,Execution: Bucket Exchange (S1-S3),Gas Turbine,Turbine Section,Completed,Execution,08-03-2025,05-04-2025,83455.28,89241.16,United Rentals,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3157,Execution: Rotor Inspection,Gas Turbine,Turbine Section,Completed,Execution,08-03-2025,05-04-2025,68135.61,64490.98,Siemens Energy,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3158,EMERGENT: Environmental Permit Review - Repair,Project Management,Regulatory,Completed,Execution,08-03-2025,05-04-2025,93505.48,88817.68,Mistras Group,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3159,EMERGENT: Environmental Permit Review - Repair,Project Management,Regulatory,Completed,Execution,08-03-2025,05-04-2025,93776.42,107270.81,BrandSafway,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3160,Execution: Walkdown Isolations,Safety & Compliance,LOTO,Completed,Execution,08-03-2025,05-04-2025,93261.92,97895.6,EthosEnergy,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3161,Execution: Verify Zero Energy,Safety & Compliance,LOTO,Completed,Execution,08-03-2025,05-04-2025,95535.91,89157.14,EthosEnergy,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3162,EMERGENT: Print Tags - Repair,Safety & Compliance,LOTO,Completed,Execution,08-03-2025,05-04-2025,71463.35,64762.8,EthosEnergy,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3163,Execution: Master LOTO List,Safety & Compliance,LOTO,Completed,Execution,08-03-2025,05-04-2025,70079.18,78250.53,EthosEnergy,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3164,EMERGENT: Combustion Chamber Open - Repair,Gas Turbine,Combustion,Completed,Execution,08-03-2025,05-04-2025,90803.45,96173.21,Siemens Energy,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3165,Execution: Invoice Reconciliation,Project Management,Financial & Controls,Completed,Execution,08-03-2025,05-04-2025,90334.63,83942.33,BrandSafway,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3166,Execution: Rotor Inspection,Gas Turbine,Turbine Section,Completed,Execution,08-03-2025,05-04-2025,90534.46,90181.06,GE Vernova,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3167,EMERGENT: Grid Outage Bid - Repair,Project Management,Regulatory,Completed,Execution,08-03-2025,05-04-2025,73169.86,69984.34,Siemens Energy,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3168,Execution: Walkdown Isolations,Safety & Compliance,LOTO,Completed,Execution,08-03-2025,05-04-2025,74783.23,83554.18,Mistras Group,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3169,T+1: Verify Zero Energy,Safety & Compliance,LOTO,Completed,T+1,05-04-2025,05-05-2025,48670.74,48000.63,GE Vernova,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3170,T+1: IGV Bushing Replace,Gas Turbine,Inlet & Compressor,Completed,T+1,05-04-2025,05-05-2025,55878.36,61385.69,GE Vernova,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3171,T+1: HazWaste Permit,Project Management,Regulatory,Completed,T+1,05-04-2025,05-05-2025,57957.58,57076.22,GE Vernova,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3172,T+1: Cross-Fire Tube Check,Gas Turbine,Combustion,Completed,T+1,05-04-2025,05-05-2025,46748.54,45132.84,United Rentals,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3173,T+1: Rotor Inspection,Gas Turbine,Turbine Section,Completed,T+1,05-04-2025,05-05-2025,51021.52,47453.51,Mistras Group,Robert O'Malley,FALSE
RG_CI_2025,Rural Gen BaseLoad,PRJ-RG-3174,T+1: Fuel Nozzle Swap,Gas Turbine,Combustion,Completed,T+1,05-04-2025,05-05-2025,58383.4,54174,Siemens Energy,Robert O'Malley,FALSE
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1000,T-24: Invoice Rec Planning,Project Management,,Planned,T-24,07-10-2026,06-11-2026,73194.46,0.0,United Rentals,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1001,T-24: Scope Definition Planning,Project Management,,Planned,T-24,07-10-2026,06-11-2026,60346.39,0.0,Siemens Energy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1002,T-24: Grid Bid Planning,Project Management,,Planned,T-24,09-10-2026,08-11-2026,74741.44,0.0,EthosEnergy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1003,T-24: Invoice Rec Planning,Project Management,,Planned,T-24,08-10-2026,07-11-2026,84295.47,0.0,FieldCore,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1004,T-24: Scope Definition Planning,Project Management,,Planned,T-24,06-10-2026,05-11-2026,59438.34,0.0,Siemens Energy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1005,T-24: Budget Approval Planning,Project Management,,Planned,T-24,08-10-2026,07-11-2026,72469.82,0.0,BrandSafway,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1006,T-24: Regulatory Permit Planning,Project Management,,Planned,T-24,07-10-2026,06-11-2026,66126.38,0.0,Mistras Group,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1007,T-24: Invoice Rec Planning,Project Management,,Planned,T-24,07-10-2026,06-11-2026,58728.38,0.0,United Rentals,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1008,T-24: Scope Definition Planning,Project Management,,Planned,T-24,09-10-2026,08-11-2026,66638.16,0.0,GE Vernova,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1009,T-24: Budget Approval Planning,Project Management,,Planned,T-24,08-10-2026,07-11-2026,57394.86,0.0,APM,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1010,T-24: Scope Definition Planning,Project Management,,Planned,T-24,08-10-2026,07-11-2026,83809.75,0.0,Mistras Group,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1011,T-24: Scope Definition Planning,Project Management,,Planned,T-24,08-10-2026,07-11-2026,73013.42,0.0,FieldCore,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1012,T-24: Invoice Rec Planning,Project Management,,Planned,T-24,08-10-2026,07-11-2026,67009.17,0.0,United Rentals,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1013,T-24: Grid Bid Planning,Project Management,,Planned,T-24,08-10-2026,07-11-2026,77017.87,0.0,United Rentals,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1014,T-24: Invoice Rec Planning,Project Management,,Planned,T-24,09-10-2026,08-11-2026,69068.82,0.0,Local Union 55,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1015,T-24: Regulatory Permit Planning,Project Management,,Planned,T-24,06-10-2026,05-11-2026,76205.16,0.0,EthosEnergy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1016,T-24: Budget Approval Planning,Project Management,,Planned,T-24,06-10-2026,05-11-2026,78518.11,0.0,United Rentals,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1017,T-24: Regulatory Permit Planning,Project Management,,Planned,T-24,09-10-2026,08-11-2026,79766.74,0.0,Local Union 55,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1018,T-24: Invoice Rec Planning,Project Management,,Planned,T-24,06-10-2026,05-11-2026,83427.85,0.0,United Rentals,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1019,T-24: Regulatory Permit Planning,Project Management,,Planned,T-24,09-10-2026,08-11-2026,60741.18,0.0,BrandSafway,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1020,T-24: Budget Approval Planning,Project Management,,Planned,T-24,06-10-2026,05-11-2026,85466.96,0.0,BrandSafway,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1021,T-18: Invoice Rec Planning,Project Management,,Planned,T-18,15-04-2027,15-05-2027,287167.98,0.0,BrandSafway,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1022,T-18: Invoice Rec Planning,Project Management,,Planned,T-18,17-04-2027,17-05-2027,361979.68,0.0,United Rentals,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1023,T-18: Budget Approval Planning,Project Management,,Planned,T-18,16-04-2027,16-05-2027,372113.02,0.0,GE Vernova,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1024,T-18: Regulatory Permit Planning,Project Management,,Planned,T-18,14-04-2027,14-05-2027,296607.53,0.0,EthosEnergy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1025,T-18: Budget Approval Planning,Project Management,,Planned,T-18,16-04-2027,16-05-2027,303123.7,0.0,APM,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1026,T-18: Grid Bid Planning,Project Management,,Planned,T-18,14-04-2027,14-05-2027,386442.98,0.0,BrandSafway,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1027,T-18: Scope Definition Planning,Project Management,,Planned,T-18,15-04-2027,15-05-2027,410607.87,0.0,APM,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1028,T-18: Scope Definition Planning,Project Management,,Planned,T-18,15-04-2027,15-05-2027,322068.74,0.0,GE Vernova,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1029,T-18: Regulatory Permit Planning,Project Management,,Planned,T-18,14-04-2027,14-05-2027,300532.87,0.0,Mistras Group,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1030,T-18: Regulatory Permit Planning,Project Management,,Planned,T-18,15-04-2027,15-05-2027,408386.07,0.0,APM,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1031,T-18: Budget Approval Planning,Project Management,,Planned,T-18,14-04-2027,14-05-2027,397070.44,0.0,United Rentals,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1032,T-18: Grid Bid Planning,Project Management,,Planned,T-18,14-04-2027,14-05-2027,419399.43,0.0,EthosEnergy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1033,T-18: Budget Approval Planning,Project Management,,Planned,T-18,17-04-2027,17-05-2027,425114.37,0.0,Mistras Group,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1034,T-18: Grid Bid Planning,Project Management,,Planned,T-18,17-04-2027,17-05-2027,360249.7,0.0,FieldCore,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1035,T-18: Invoice Rec Planning,Project Management,,Planned,T-18,14-04-2027,14-05-2027,420891.96,0.0,FieldCore,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1036,T-18: Regulatory Permit Planning,Project Management,,Planned,T-18,14-04-2027,14-05-2027,407102.91,0.0,Local Union 55,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1037,T-18: Invoice Rec Planning,Project Management,,Planned,T-18,16-04-2027,16-05-2027,382495.36,0.0,United Rentals,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1038,T-18: Invoice Rec Planning,Project Management,,Planned,T-18,14-04-2027,14-05-2027,385373.08,0.0,GE Vernova,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1039,T-18: Regulatory Permit Planning,Project Management,,Planned,T-18,17-04-2027,17-05-2027,357646.95,0.0,Mistras Group,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1040,T-18: Budget Approval Planning,Project Management,,Planned,T-18,14-04-2027,14-05-2027,379443.92,0.0,EthosEnergy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1041,T-18: Grid Bid Planning,Project Management,,Planned,T-18,14-04-2027,14-05-2027,402647.01,0.0,EthosEnergy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1042,T-12: Grid Bid Planning,Project Management,,Planned,T-12,08-10-2027,07-11-2027,235219.47,0.0,Local Union 55,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1043,T-12: Grid Bid Planning,Project Management,,Planned,T-12,09-10-2027,08-11-2027,275827.65,0.0,GE Vernova,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1044,T-12: Budget Approval Planning,Project Management,,Planned,T-12,07-10-2027,06-11-2027,290164.36,0.0,FieldCore,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1045,T-12: Grid Bid Planning,Project Management,,Planned,T-12,06-10-2027,05-11-2027,260569.58,0.0,BrandSafway,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1046,T-12: Budget Approval Planning,Project Management,,Planned,T-12,07-10-2027,06-11-2027,237719.84,0.0,Mistras Group,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1047,T-12: Regulatory Permit Planning,Project Management,,Planned,T-12,07-10-2027,06-11-2027,257407.37,0.0,Local Union 55,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1048,T-12: Invoice Rec Planning,Project Management,,Planned,T-12,09-10-2027,08-11-2027,232859.69,0.0,BrandSafway,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1049,T-12: Budget Approval Planning,Project Management,,Planned,T-12,09-10-2027,08-11-2027,248746.65,0.0,United Rentals,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1050,T-12: Regulatory Permit Planning,Project Management,,Planned,T-12,07-10-2027,06-11-2027,295181.83,0.0,Local Union 55,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1051,T-12: Budget Approval Planning,Project Management,,Planned,T-12,07-10-2027,06-11-2027,226408.29,0.0,Local Union 55,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1052,T-12: Grid Bid Planning,Project Management,,Planned,T-12,09-10-2027,08-11-2027,307909.76,0.0,EthosEnergy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1053,T-12: Grid Bid Planning,Project Management,,Planned,T-12,06-10-2027,05-11-2027,295657.76,0.0,Siemens Energy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1054,T-12: Invoice Rec Planning,Project Management,,Planned,T-12,06-10-2027,05-11-2027,231444.11,0.0,FieldCore,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1055,T-12: Scope Definition Planning,Project Management,,Planned,T-12,09-10-2027,08-11-2027,303689.52,0.0,GE Vernova,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1056,T-12: Regulatory Permit Planning,Project Management,,Planned,T-12,06-10-2027,05-11-2027,235920.58,0.0,Siemens Energy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1057,T-12: Regulatory Permit Planning,Project Management,,Planned,T-12,09-10-2027,08-11-2027,291289.86,0.0,GE Vernova,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1058,T-12: Regulatory Permit Planning,Project Management,,Planned,T-12,07-10-2027,06-11-2027,252949.2,0.0,FieldCore,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1059,T-12: Scope Definition Planning,Project Management,,Planned,T-12,07-10-2027,06-11-2027,262217.45,0.0,FieldCore,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1060,T-12: Budget Approval Planning,Project Management,,Planned,T-12,08-10-2027,07-11-2027,274376.51,0.0,BrandSafway,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1061,T-12: Scope Definition Planning,Project Management,,Planned,T-12,07-10-2027,06-11-2027,295786.73,0.0,APM,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1062,T-12: Grid Bid Planning,Project Management,,Planned,T-12,06-10-2027,05-11-2027,311712.12,0.0,United Rentals,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1063,T-12: Budget Approval Planning,Project Management,,Planned,T-12,06-10-2027,05-11-2027,315006.58,0.0,APM,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1064,T-12: Scope Definition Planning,Project Management,,Planned,T-12,08-10-2027,07-11-2027,315355.11,0.0,APM,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1065,T-12: Budget Approval Planning,Project Management,,Planned,T-12,07-10-2027,06-11-2027,289467.84,0.0,BrandSafway,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1066,T-12: Regulatory Permit Planning,Project Management,,Planned,T-12,06-10-2027,05-11-2027,271532.58,0.0,BrandSafway,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1067,T-12: Regulatory Permit Planning,Project Management,,Planned,T-12,08-10-2027,07-11-2027,299316.68,0.0,Local Union 55,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1068,T-12: Scope Definition Planning,Project Management,,Planned,T-12,08-10-2027,07-11-2027,225675.39,0.0,Local Union 55,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1069,T-12: Scope Definition Planning,Project Management,,Planned,T-12,07-10-2027,06-11-2027,228858.56,0.0,Mistras Group,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1070,T-12: Grid Bid Planning,Project Management,,Planned,T-12,08-10-2027,07-11-2027,244077.25,0.0,GE Vernova,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1071,T-12: Budget Approval Planning,Project Management,,Planned,T-12,09-10-2027,08-11-2027,311522.77,0.0,GE Vernova,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1072,T-12: Scope Definition Planning,Project Management,,Planned,T-12,09-10-2027,08-11-2027,312938.34,0.0,United Rentals,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1073,T-12: Scope Definition Planning,Project Management,,Planned,T-12,09-10-2027,08-11-2027,251287.77,0.0,United Rentals,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1074,T-12: Scope Definition Planning,Project Management,,Planned,T-12,06-10-2027,05-11-2027,295662.5,0.0,EthosEnergy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1075,T-12: Grid Bid Planning,Project Management,,Planned,T-12,07-10-2027,06-11-2027,219648.15,0.0,Siemens Energy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1076,T-12: Budget Approval Planning,Project Management,,Planned,T-12,09-10-2027,08-11-2027,296523.27,0.0,Mistras Group,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1077,T-12: Budget Approval Planning,Project Management,,Planned,T-12,07-10-2027,06-11-2027,300904.81,0.0,EthosEnergy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1078,T-12: Budget Approval Planning,Project Management,,Planned,T-12,08-10-2027,07-11-2027,248427.61,0.0,APM,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1079,T-12: Invoice Rec Planning,Project Management,,Planned,T-12,07-10-2027,06-11-2027,285626.4,0.0,BrandSafway,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1080,T-12: Regulatory Permit Planning,Project Management,,Planned,T-12,06-10-2027,05-11-2027,233316.3,0.0,United Rentals,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1081,T-12: Scope Definition Planning,Project Management,,Planned,T-12,09-10-2027,08-11-2027,282062.03,0.0,BrandSafway,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1082,T-12: Scope Definition Planning,Project Management,,Planned,T-12,07-10-2027,06-11-2027,247973.39,0.0,FieldCore,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1083,T-12: Regulatory Permit Planning,Project Management,,Planned,T-12,07-10-2027,06-11-2027,296089.84,0.0,GE Vernova,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1084,T-6: Invoice Rec Planning,Project Management,,Planned,T-6,09-04-2028,09-05-2028,195243.81,0.0,Local Union 55,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1085,T-6: Invoice Rec Planning,Project Management,,Planned,T-6,11-04-2028,11-05-2028,184050.0,0.0,GE Vernova,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1086,T-6: Scope Definition Planning,Project Management,,Planned,T-6,10-04-2028,10-05-2028,152119.96,0.0,BrandSafway,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1087,T-6: Scope Definition Planning,Project Management,,Planned,T-6,09-04-2028,09-05-2028,212759.16,0.0,EthosEnergy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1088,T-6: Scope Definition Planning,Project Management,,Planned,T-6,11-04-2028,11-05-2028,187014.18,0.0,Local Union 55,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1089,T-6: Grid Bid Planning,Project Management,,Planned,T-6,08-04-2028,08-05-2028,197201.7,0.0,GE Vernova,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1090,T-6: Budget Approval Planning,Project Management,,Planned,T-6,08-04-2028,08-05-2028,159714.4,0.0,Local Union 55,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1091,T-6: Invoice Rec Planning,Project Management,,Planned,T-6,08-04-2028,08-05-2028,178350.84,0.0,EthosEnergy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1092,T-6: Regulatory Permit Planning,Project Management,,Planned,T-6,08-04-2028,08-05-2028,144992.05,0.0,APM,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1093,T-6: Grid Bid Planning,Project Management,,Planned,T-6,11-04-2028,11-05-2028,200642.16,0.0,FieldCore,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1094,T-6: Budget Approval Planning,Project Management,,Planned,T-6,10-04-2028,10-05-2028,170012.64,0.0,EthosEnergy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1095,T-6: Grid Bid Planning,Project Management,,Planned,T-6,10-04-2028,10-05-2028,191477.36,0.0,United Rentals,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1096,T-6: Grid Bid Planning,Project Management,,Planned,T-6,09-04-2028,09-05-2028,208550.35,0.0,Mistras Group,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1097,T-6: Scope Definition Planning,Project Management,,Planned,T-6,09-04-2028,09-05-2028,194705.32,0.0,EthosEnergy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1098,T-6: Grid Bid Planning,Project Management,,Planned,T-6,11-04-2028,11-05-2028,210444.54,0.0,GE Vernova,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1099,T-6: Scope Definition Planning,Project Management,,Planned,T-6,10-04-2028,10-05-2028,145651.31,0.0,Local Union 55,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1100,T-6: Invoice Rec Planning,Project Management,,Planned,T-6,08-04-2028,08-05-2028,181416.16,0.0,Local Union 55,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1101,T-6: Scope Definition Planning,Project Management,,Planned,T-6,09-04-2028,09-05-2028,196862.78,0.0,Siemens Energy,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1102,T-6: Scope Definition Planning,Project Management,,Planned,T-6,08-04-2028,08-05-2028,206108.12,0.0,APM,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1103,T-6: Budget Approval Planning,Project Management,,Planned,T-6,08-04-2028,08-05-2028,173421.46,0.0,GE Vernova,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1104,T-6: Invoice Rec Planning,Project Management,,Planned,T-6,09-04-2028,09-05-2028,178487.42,0.0,United Rentals,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1105,T-3: Regulatory Permit Planning,Project Management,,Planned,T-3,07-07-2028,06-08-2028,111767.1,0.0,FieldCore,Sarah Miller,False
WV_MO_2028,West Valley Peaker,PRJ-WV-MA-1106,T-3: Grid Bid Planning,Project Management,,Planned,T-3,10-07-2028,09-08-2028,124039.76,0.0,United Rentals,Sarah Miller,False
